neuron_i,neuron_label,area,ramp_type,onset_ms
8298,X010521_039_9,13l,Positive,467.0
8303,X010521_050_4,13l,Positive,0.0
8305,X010521_057_2,12o,Negative,501.0
8311,X010521_074_2,13m,Positive,409.0
8315,X010521_104_3,45,Positive,671.0
8318,X010521_109_1,cd,Positive,334.0
8320,X010521_117_4,AMG,Negative,455.0
8330,X010620_003_3,12r,Positive,275.0
8332,X010620_005_4,46v,Negative,556.0
8336,X010620_012_2,46v,Negative,355.0
8339,X010620_019_4,12l,Negative,535.0
8340,X010620_019_5,12l,Negative,0.0
8348,X010620_051_3,46df,Negative,381.0
8350,X010620_052_4,8B,Negative,397.0
8354,X010620_066_3,45,Positive,324.0
8355,X010620_066_4,45,Positive,585.0
8356,X010620_066_5,45,Negative,439.0
8361,X010620_079_3,45,Positive,440.0
8364,X010620_080_4,44,Positive,627.0
8368,X010620_096_3,8B,Positive,235.0
8373,X010620_107_2,6DC,Negative,663.0
8374,X010620_107_4,6DC,Negative,540.0
8382,X010620_129_2,6VaVb,Negative,51.0
8383,X010620_129_4,6VaVb,Negative,449.0
8384,X010620_131_2,6DC,Negative,11.0
8385,X010621_004_2,12m,Positive,709.0
8386,X010621_011_3,12r,Positive,275.0
8387,X010621_012_3,12m,Positive,292.0
8397,X010621_033_2,13m,Negative,0.0
8403,X010621_039_5,13l,Negative,118.0
8405,X010621_041_3,13l,Negative,307.0
8406,X010621_043_2,13m,Positive,557.0
8418,X010621_056_2,12l,Negative,0.0
8428,X010621_099_3,cd,Negative,646.0
8431,X010621_109_1,cd,Positive,297.0
8445,X010720_006_3,46v,Negative,553.0
8446,X010720_007_1,46d,Negative,68.0
8450,X010720_046_3,12l,Negative,0.0
8457,X010720_066_3,45,Positive,603.0
8461,X010720_079_4,45,Positive,359.0
8462,X010720_089_1,6VaVb,Negative,242.0
8466,X010720_096_6,8B,Negative,105.0
8476,X010720_131_3,6DC,Negative,285.0
8479,X010720_157_3,24c,Positive,347.0
8480,X010721_004_3,12m,Positive,615.0
8481,X010721_011_3,12r,Positive,249.0
8486,X010721_033_2,13m,Negative,433.0
8508,X010721_085_2,pu,Negative,192.0
8514,X010721_103_7,AI,Positive,145.0
8520,X010721_109_4,cd,Positive,541.0
8538,X010820_014_2,46d,Negative,31.0
8540,X010820_019_3,12m,Negative,32.0
8542,X010820_023_2,46df,Negative,114.0
8543,X010820_029_2,46v,Negative,390.0
8545,X010820_055_1,12l,Positive,505.0
8549,X010820_079_5,6VaVb,Positive,412.0
8552,X010820_089_3,6VaVb,Negative,31.0
8555,X010820_096_2,8B,Negative,168.0
8561,X010820_106_5,6DC,Negative,695.0
8564,X010821_006_3,11ml,Positive,323.0
8565,X010821_011_3,12r,Positive,614.0
8567,X010821_012_2,12m,Positive,658.0
8568,X010821_014_3,11ml,Positive,354.0
8569,X010821_015_2,11ml,Positive,262.0
8570,X010821_016_2,11ml,Positive,0.0
8575,X010821_032_3,13m,Positive,77.0
8576,X010821_033_2,13m,Negative,391.0
8577,X010821_039_3,13l,Negative,275.0
8589,X010821_057_2,12o,Negative,615.0
8596,X010821_068_3,12o,Positive,82.0
8600,X010821_091_5,AI,Negative,478.0
8603,X010821_097_5,cd,Positive,541.0
8607,X010821_111_3,cd,Negative,0.0
8617,X010821_156_3,cd,Negative,516.0
8620,X010920_005_3,46v,Negative,410.0
8623,X010920_011_3,12r,Negative,90.0
8625,X010920_014_2,46d,Positive,271.0
8634,X010920_031_4,46df,Negative,506.0
8636,X010920_040_2,46df,Positive,292.0
8642,X010920_066_4,45,Positive,594.0
8645,X010920_079_4,6VaVb,Positive,274.0
8650,X010920_096_4,8B,Positive,336.0
8659,X010920_116_2,pu,Negative,770.0
8660,X010920_131_3,6DC,Positive,0.0
8663,X010920_156_2,24c,Positive,262.0
8668,X011121_011_2,12r,Positive,701.0
8670,X011121_014_2,11ml,Positive,361.0
8675,X011121_032_2,13m,Positive,484.0
8677,X011121_033_1,13m,Negative,509.0
8679,X011121_039_6,13l,Negative,672.0
8689,X011121_060_3,AI,Positive,566.0
8693,X011121_067_3,12o,Positive,621.0
8694,X011121_068_3,12o,Positive,0.0
8695,X011121_069_2,12o,Positive,0.0
8700,X011121_091_2,AI,Negative,736.0
8706,X011121_109_3,cd,Negative,0.0
8713,X011221_003_3,11ml,Negative,0.0
8715,X011221_014_3,11ml,Positive,557.0
8719,X011221_033_4,13m,Negative,49.0
8729,X011221_057_3,12o,Negative,84.0
8733,X011221_068_3,12o,Positive,0.0
8734,X011221_069_3,12o,Positive,713.0
8739,X011221_091_3,AI,Negative,601.0
8742,X011221_099_4,cd,Negative,0.0
8758,X011320_011_1,12r,Positive,627.0
8760,X011320_019_7,12m,Negative,433.0
8763,X011320_027_1,12l,Negative,0.0
8771,X011320_055_2,12l,Negative,517.0
8774,X011320_060_3,46d,Positive,438.0
8775,X011320_066_1,45,Negative,0.0
8776,X011320_077_4,45,Negative,303.0
8781,X011320_091_7,45,Negative,430.0
8783,X011320_093_2,45,Positive,35.0
8784,X011320_096_1,8B,Positive,0.0
8787,X011320_106_1,6DC,Negative,352.0
8788,X011320_107_3,6DC,Negative,0.0
8789,X011320_109_3,6DR,Negative,59.0
8791,X011320_157_5,24c,Positive,172.0
8794,X011321_015_4,11ml,Positive,491.0
8800,X011321_032_5,13m,Negative,371.0
8812,X011321_057_5,12o,Negative,0.0
8814,X011321_061_1,AI,Positive,0.0
8820,X011321_069_3,12o,Positive,6.0
8822,X011321_077_2,12o,Positive,435.0
8826,X011321_086_5,cd,Negative,608.0
8831,X011321_099_1,cd,Negative,391.0
8832,X011321_108_4,cd,Negative,467.0
8833,X011321_109_2,cd,Negative,0.0
8837,X011321_119_1,AMG,Negative,571.0
8840,X011321_130_3,AMG,Negative,0.0
8852,X011420_015_3,46v,Positive,24.0
8856,X011420_028_3,12l,Positive,455.0
8861,X011420_055_2,12l,Negative,497.0
8867,X011420_079_3,6VaVb,Negative,0.0
8870,X011420_091_4,45,Negative,502.0
8874,X011420_103_2,45,Negative,0.0
8876,X011420_107_4,6DC,Negative,477.0
8877,X011420_116_3,pu,Negative,0.0
8888,X011421_043_3,13m,Negative,435.0
8895,X011421_057_2,12o,Negative,464.0
8897,X011421_063_3,13l,Negative,0.0
8899,X011421_069_2,12o,Positive,513.0
8916,X011421_124_2,cd,Positive,247.0
8931,X011520_023_3,46v,Negative,271.0
8932,X011520_028_3,12l,Negative,172.0
8941,X011520_091_2,45,Positive,108.0
8942,X011520_096_4,8B,Positive,177.0
8958,X011521_028_4,12l,Positive,360.0
8969,X011521_063_3,13l,Negative,226.0
8973,X011521_069_4,12o,Positive,680.0
8977,X011521_078_2,12o,Positive,480.0
8988,X011521_120_4,AMG,Negative,180.0
8995,X011620_003_2,12r,Negative,0.0
8998,X011620_019_2,12m,Positive,229.0
8999,X011620_028_2,12l,Negative,34.0
9010,X011620_079_3,6VaVb,Positive,500.0
9015,X011620_096_4,8B,Positive,286.0
9022,X011620_134_3,cd,Positive,0.0
9033,X011720_045_3,12o,Positive,36.0
9034,X011720_060_3,46d,Negative,0.0
9035,X011720_069_3,AI,Positive,609.0
9038,X011720_089_3,6VaVb,Negative,556.0
9039,X011720_091_2,45,Negative,737.0
9041,X011720_091_7,45,Negative,0.0
9046,X011720_103_3,45,Negative,360.0
9054,X012021_028_3,12l,Positive,528.0
9064,X012021_057_6,12o,Negative,755.0
9065,X012021_061_2,AI,Positive,671.0
9067,X012021_063_3,13l,Negative,563.0
9071,X012021_069_3,12o,Positive,274.0
9073,X012021_097_3,cd,Positive,549.0
9074,X012021_100_3,cd,Negative,230.0
9080,X012021_122_3,pu,Negative,0.0
9087,X012021_146_5,cd,Positive,251.0
9091,X012120_014_3,46v,Negative,361.0
9092,X012120_027_4,12l,Positive,593.0
9093,X012120_028_3,12l,Positive,623.0
9097,X012120_059_3,46v,Negative,441.0
9098,X012120_074_2,cd,Positive,289.0
9103,X012120_089_4,6VaVb,Negative,0.0
9109,X012120_104_3,45,Negative,231.0
9110,X012120_106_2,6DC,Negative,94.0
9112,X012120_118_4,pu,Positive,126.0
9113,X012120_153_2,pu,Negative,376.0
9115,X012121_028_3,12l,Positive,0.0
9118,X012121_042_2,13l,Positive,615.0
9127,X012121_069_3,12o,Positive,0.0
9135,X012121_097_3,cd,Positive,520.0
9138,X012121_112_3,cd,Negative,591.0
9139,X012121_122_1,pu,Negative,461.0
9142,X012121_138_4,AMG,Negative,239.0
9153,X012220_008_3,46v,Negative,217.0
9158,X012220_037_2,12o,Positive,532.0
9163,X012220_066_3,45,Negative,0.0
9164,X012220_066_4,45,Negative,218.0
9176,X012220_093_4,44,Positive,184.0
9181,X012220_097_5,8B,Positive,229.0
9186,X012220_104_2,45,Negative,469.0
9191,X012220_118_6,pu,Positive,132.0
9193,X012220_152_1,pu,Positive,0.0
9197,X012221_028_1,12l,Positive,423.0
9198,X012221_028_5,12l,Positive,462.0
9199,X012221_030_2,13l,Negative,542.0
9236,X012221_135_5,cd,Positive,545.0
9249,X012320_027_6,12l,Positive,309.0
9274,X012320_103_3,45,Positive,636.0
9275,X012320_104_3,45,Positive,0.0
9285,X012420_004_1,12r,Negative,457.0
9296,X012420_027_1,12l,Negative,0.0
9297,X012420_028_5,12l,Positive,0.0
9299,X012420_038_4,13l,Negative,239.0
9303,X012420_066_5,12l,Positive,627.0
9307,X012420_077_4,45,Negative,661.0
9318,X012420_101_5,6VaVb,Negative,477.0
9319,X012420_103_5,45,Positive,385.0
9325,X012420_117_6,pu,Positive,0.0
9326,X012420_119_3,pu,Positive,282.0
9327,X012420_119_4,pu,Negative,0.0
9328,X012420_121_3,cd,Negative,161.0
9336,X012521_021_5,11ml,Negative,446.0
9338,X012521_028_3,12l,Positive,374.0
9348,X012521_068_2,12o,Positive,214.0
9354,X012521_080_3,12o,Negative,23.0
9355,X012521_080_5,12o,Positive,235.0
9362,X012521_130_2,AMG,Negative,0.0
9373,X012621_015_3,11ml,Positive,0.0
9382,X012621_044_2,13m,Negative,49.0
9403,X012621_119_3,AMG,Positive,151.0
9410,X012621_141_2,AMG,Negative,667.0
9414,X012621_144_4,cd,Positive,529.0
9432,X012720_066_1,12l,Positive,599.0
9441,X012720_096_3,8B,Positive,477.0
9451,X012721_012_3,12m,Positive,371.0
9459,X012721_034_2,13m,Positive,0.0
9485,X012721_080_4,12o,Negative,404.0
9502,X012721_141_4,AMG,Negative,327.0
9519,X012820_066_2,12l,Positive,573.0
9521,X012820_074_3,cd,Positive,440.0
9530,X012820_103_2,45,Negative,0.0
9532,X012820_109_2,cd,Negative,187.0
9533,X012820_112_2,24c,Positive,351.0
9535,X012820_118_5,pu,Positive,456.0
9536,X012820_121_2,cd,Positive,28.0
9555,X012821_069_4,12o,Negative,0.0
9559,X012821_080_2,12o,Negative,257.0
9560,X012821_080_6,12o,Negative,0.0
9576,X012821_130_2,AMG,Negative,143.0
9578,X012821_131_5,AMG,Negative,0.0
9581,X012821_141_3,AMG,Negative,230.0
9595,X012920_066_3,12l,Negative,568.0
9598,X012920_086_3,8B,Negative,0.0
9609,X012920_103_3,45,Positive,568.0
9611,X012920_104_5,45,Positive,481.0
9612,X012920_109_3,cd,Positive,55.0
9613,X012920_113_3,cd,Negative,588.0
9615,X012920_142_3,pu,Positive,205.0
9618,X012921_032_3,13m,Positive,689.0
9637,X012921_069_5,12o,Negative,0.0
9639,X012921_077_3,12o,Positive,0.0
9642,X012921_080_2,12o,Negative,593.0
9643,X012921_080_5,12o,Negative,361.0
9652,X012921_098_1,pu,Positive,595.0
9675,X013120_004_2,12r,Negative,0.0
9678,X013120_024_3,46v,Positive,0.0
9679,X013120_027_3,12l,Positive,451.0
9685,X013120_083_3,pu,Negative,279.0
9700,X013120_133_2,pu,Negative,234.0
9707,X020320_019_3,12m,Negative,548.0
9715,X020320_080_3,AI,Negative,0.0
9720,X020320_096_4,8B,Negative,616.0
9721,X020320_104_3,45,Negative,63.0
9731,X020321_047_3,12o,Negative,723.0
9737,X020321_060_3,AI,Negative,0.0
9742,X020321_074_3,13m,Negative,197.0
9746,X020321_080_5,12o,Negative,358.0
9749,X020321_087_5,cd,Negative,0.0
9756,X020321_111_5,cd,Negative,75.0
9758,X020321_124_5,cd,Negative,0.0
9759,X020321_130_6,AMG,Negative,125.0
9764,X020321_142_5,AMG,Negative,336.0
9765,X020321_144_5,cd,Positive,717.0
9771,X020420_015_2,46v,Positive,204.0
9779,X020420_066_2,12l,Positive,0.0
9781,X020420_066_6,12l,Negative,336.0
9792,X020420_091_1,44,Negative,0.0
9799,X020420_109_3,cd,Positive,154.0
9800,X020420_121_6,cd,Positive,404.0
9804,X020421_015_2,11ml,Positive,676.0
9806,X020421_015_8,11ml,Positive,239.0
9810,X020421_040_4,13l,Negative,284.0
9812,X020421_047_2,12o,Negative,0.0
9816,X020421_052_4,13m,Negative,318.0
9819,X020421_060_4,AI,Negative,157.0
9823,X020421_080_2,12o,Negative,24.0
9829,X020421_112_3,cd,Negative,503.0
9831,X020421_130_6,AMG,Negative,397.0
9838,X020520_006_3,46v,Positive,128.0
9841,X020520_012_3,12m,Negative,430.0
9846,X020520_031_3,46v,Negative,0.0
9847,X020520_037_3,12o,Negative,180.0
9849,X020520_037_9,12o,Negative,217.0
9853,X020520_057_3,12o,Negative,374.0
9854,X020520_066_3,12l,Positive,0.0
9855,X020520_072_4,AI,Positive,575.0
9880,X020521_015_1,11ml,Positive,663.0
9889,X020521_040_3,13l,Negative,0.0
9891,X020521_042_3,13l,Positive,628.0
9902,X020521_052_3,13m,Negative,0.0
9906,X020521_061_3,AI,Positive,701.0
9909,X020521_063_1,13l,Positive,0.0
9912,X020521_077_3,12o,Positive,748.0
9916,X020521_098_3,pu,Negative,431.0
9917,X020521_103_3,AI,Negative,578.0
9918,X020521_109_3,cd,Negative,4.0
9922,X020521_111_3,cd,Negative,0.0
9923,X020521_111_7,cd,Negative,0.0
9926,X020521_130_7,AMG,Negative,482.0
9927,X020521_138_2,AMG,Positive,253.0
9929,X020521_147_3,24c,Positive,0.0
9930,X020521_153_5,pu,Negative,0.0
9931,X020521_156_2,cd,Negative,75.0
9933,X020620_003_4,12r,Positive,0.0
9936,X020620_008_4,46v,Positive,98.0
9941,X020620_031_2,46v,Negative,159.0
9944,X020620_072_3,AI,Negative,601.0
9945,X020620_077_1,12l,Positive,227.0
9947,X020620_078_2,12l,Positive,455.0
9953,X020620_088_2,cd,Negative,623.0
9955,X020620_093_2,44,Positive,422.0
9958,X020620_104_5,45,Negative,0.0
9959,X020620_107_3,pu,Positive,80.0
9961,X020620_117_3,pu,Negative,686.0
9968,X020720_027_3,12l,Negative,408.0
9969,X020720_031_3,46v,Negative,0.0
9972,X020720_083_2,pu,Negative,0.0
9974,X020720_086_5,8B,Positive,582.0
9985,X020821_038_2,13l,Positive,533.0
9988,X020821_040_3,13l,Negative,566.0
9991,X020821_047_1,12o,Negative,234.0
10001,X020821_063_1,13l,Positive,119.0
10006,X020821_079_2,12o,Negative,241.0
10018,X020821_130_2,AMG,Negative,31.0
10020,X020821_142_5,AMG,Negative,529.0
10032,X020921_029_2,12m,Negative,384.0
10041,X020921_047_3,12o,Negative,192.0
10054,X020921_098_6,pu,Negative,0.0
10055,X020921_099_5,cd,Negative,188.0
10056,X020921_103_2,AI,Negative,288.0
10057,X020921_105_5,AMG,Negative,0.0
10076,X020921_157_5,cd,Negative,94.0
10080,X021020_019_3,12m,Positive,479.0
10083,X021020_036_3,12o,Negative,171.0
10087,X021020_048_3,12o,Negative,86.0
10088,X021020_052_3,13l,Negative,101.0
10093,X021020_086_3,8B,Positive,396.0
10101,X021020_106_2,pu,Negative,384.0
10107,X021021_015_6,11ml,Positive,659.0
10112,X021021_038_3,13l,Positive,452.0
10113,X021021_038_6,13l,Positive,196.0
10114,X021021_040_2,13l,Negative,576.0
10116,X021021_047_1,12o,Negative,0.0
10125,X021021_083_3,AI,Positive,298.0
10130,X021021_103_5,AI,Negative,0.0
10133,X021021_109_5,cd,Negative,253.0
10139,X021021_128_9,AMG,Negative,231.0
10141,X021021_138_5,AMG,Negative,296.0
10142,X021021_138_6,AMG,Negative,148.0
10143,X021021_145_5,cd,Positive,111.0
10146,X021021_147_4,24c,Positive,187.0
10148,X021021_150_2,AMG,Positive,588.0
10151,X021120_007_3,46v,Positive,508.0
10155,X021120_036_2,12o,Positive,429.0
10163,X021120_096_4,8B,Positive,0.0
10166,X021120_104_4,45,Positive,363.0
10176,X021121_015_2,11ml,Positive,627.0
10181,X021121_034_2,13m,Positive,0.0
10182,X021121_038_3,13l,Positive,681.0
10188,X021121_051_2,13l,Negative,0.0
10195,X021121_066_1,12o,Positive,285.0
10206,X021121_091_8,AI,Negative,325.0
10207,X021121_109_5,cd,Negative,109.0
10208,X021121_109_6,cd,Negative,0.0
10210,X021121_118_1,AMG,Negative,303.0
10213,X021121_138_1,AMG,Positive,538.0
10223,X021220_022_3,46v,Negative,625.0
10225,X021220_028_4,12l,Positive,683.0
10226,X021220_036_3,12o,Positive,452.0
10237,X021220_091_1,6VaVb,Negative,301.0
10240,X021220_096_1,8B,Negative,0.0
10246,X021220_104_5,45,Positive,443.0
10247,X021220_104_7,45,Positive,599.0
10252,X021220_118_3,pu,Positive,0.0
10264,X021221_047_3,12o,Negative,183.0
10269,X021221_051_4,13l,Negative,286.0
10275,X021221_063_2,13l,Positive,696.0
10277,X021221_070_2,AI,Positive,404.0
10284,X021221_087_2,cd,Negative,263.0
10288,X021221_110_5,pu,Negative,362.0
10290,X021221_112_4,cd,Negative,0.0
10291,X021221_128_2,AMG,Negative,555.0
10294,X021221_138_3,AMG,Positive,269.0
10295,X021221_138_4,AMG,Negative,698.0
10297,X021221_145_4,cd,Negative,263.0
10302,X021320_013_2,46v,Negative,0.0
10303,X021320_015_1,46v,Positive,753.0
10305,X021320_027_3,12l,Negative,412.0
10313,X021320_088_5,cd,Positive,348.0
10314,X021320_088_6,cd,Positive,84.0
10316,X021320_096_1,8B,Negative,568.0
10319,X021320_101_3,6VaVb,Positive,605.0
10326,X021320_109_3,cd,Negative,185.0
10329,X021320_118_3,pu,Negative,0.0
10331,X021320_131_1,pu,Negative,705.0
10336,X021420_012_4,12m,Negative,524.0
10338,X021420_022_1,46v,Negative,186.0
10344,X021420_052_2,13l,Negative,481.0
10346,X021420_057_3,12o,Negative,651.0
10348,X021420_078_4,12o,Positive,618.0
10353,X021420_086_2,8B,Positive,0.0
10355,X021420_089_1,6VaVb,Positive,461.0
10356,X021420_089_5,6VaVb,Negative,0.0
10359,X021420_097_3,cd,Negative,146.0
10360,X021420_103_3,44,Negative,153.0
10363,X021420_104_5,45,Negative,285.0
10369,X021420_157_3,cd,Negative,0.0
10370,X021721_004_5,12r,Negative,663.0
10377,X021721_015_3,11ml,Positive,505.0
10380,X021721_034_4,13m,Negative,0.0
10384,X021721_044_6,13m,Negative,285.0
10390,X021721_056_7,12l,Negative,228.0
10393,X021721_066_2,12o,Positive,187.0
10398,X021721_079_2,12o,Negative,662.0
10407,X021721_119_2,AMG,Positive,271.0
10409,X021721_122_3,pu,Negative,380.0
10410,X021721_130_3,AMG,Negative,376.0
10412,X021721_135_3,cd,Negative,348.0
10415,X021721_143_3,AMG,Positive,683.0
10431,X021820_086_4,8B,Positive,0.0
10432,X021820_091_3,6VaVb,Positive,481.0
10435,X021820_096_3,8B,Positive,290.0
10439,X021820_101_3,6VaVb,Positive,692.0
10447,X021820_117_3,pu,Negative,249.0
10454,X021821_015_3,11ml,Positive,504.0
10455,X021821_015_4,11ml,Positive,603.0
10461,X021821_047_1,12o,Negative,528.0
10479,X021821_079_7,12o,Negative,0.0
10483,X021821_097_1,pu,Positive,644.0
10485,X021821_103_3,AI,Positive,133.0
10487,X021821_110_3,pu,Negative,0.0
10490,X021821_128_6,AMG,Negative,0.0
10491,X021821_128_8,AMG,Positive,174.0
10492,X021821_130_2,AMG,Negative,393.0
10496,X021920_011_3,12m,Positive,613.0
10500,X021920_015_3,46v,Negative,0.0
10502,X021920_019_2,12m,Positive,638.0
10503,X021920_024_2,46v,Negative,632.0
10504,X021920_025_3,11ml,Positive,426.0
10506,X021920_036_2,12o,Negative,0.0
10507,X021920_036_4,12o,Negative,74.0
10508,X021920_040_3,46v,Positive,55.0
10510,X021920_055_3,12l,Positive,379.0
10512,X021920_066_3,12l,Positive,358.0
10515,X021920_086_3,8B,Positive,619.0
10517,X021920_091_3,6VaVb,Positive,588.0
10520,X021920_098_1,cd,Negative,582.0
10521,X021920_101_3,6VaVb,Positive,55.0
10526,X021920_104_2,45,Positive,90.0
10530,X021920_109_4,cd,Positive,616.0
10541,X021921_047_4,12o,Negative,290.0
10550,X021921_064_3,13m,Positive,518.0
10552,X021921_079_3,12o,Negative,731.0
10553,X021921_080_2,12o,Negative,128.0
10557,X021921_105_2,AMG,Negative,0.0
10566,X021921_128_1,AMG,Positive,0.0
10568,X021921_128_6,AMG,Negative,356.0
10570,X021921_130_3,AMG,Positive,453.0
10573,X021921_138_3,AMG,Negative,593.0
10574,X021921_143_1,AMG,Positive,643.0
10576,X021921_157_3,cd,Positive,614.0
10594,X022321_092_4,AI,Negative,0.0
10599,X022321_128_4,AMG,Negative,0.0
10601,X022321_128_7,AMG,Positive,112.0
10602,X022321_138_4,AMG,Negative,210.0
10617,X022421_064_2,13m,Positive,33.0
10625,X022421_092_1,AI,Negative,0.0
10630,X022421_109_5,cd,Negative,249.0
10639,X022521_004_2,12r,Positive,216.0
10643,X022521_023_7,11ml,Positive,308.0
10659,X022521_063_7,13l,Positive,646.0
10661,X022521_067_3,12o,Negative,536.0
10670,X022521_100_6,cd,Negative,50.0
10673,X022521_109_2,cd,Negative,0.0
10674,X022521_109_5,cd,Negative,134.0
10679,X022521_119_3,AMG,Negative,26.0
10686,X022620_014_3,46v,Positive,0.0
10688,X022620_016_4,46df,Positive,133.0
10692,X022620_036_2,12o,Positive,213.0
10699,X022620_077_2,12l,Negative,72.0
10703,X022620_085_2,cd,Negative,351.0
10711,X022620_103_2,44,Positive,537.0
10715,X022620_104_3,45,Positive,331.0
10716,X022620_104_4,45,Negative,319.0
10719,X022620_109_3,cd,Positive,303.0
10720,X022620_117_4,pu,Negative,716.0
10732,X022621_023_2,11ml,Positive,596.0
10735,X022621_031_3,13l,Positive,608.0
10747,X022621_049_2,13l,Positive,54.0
10762,X022621_073_6,AI,Negative,534.0
10763,X022621_079_2,12o,Positive,0.0
10768,X022621_109_6,cd,Negative,0.0
10773,X022621_128_5,AMG,Negative,0.0
10776,X022720_003_2,12r,Negative,0.0
10777,X022720_012_2,12m,Negative,131.0
10782,X022720_016_5,46df,Positive,72.0
10783,X022720_018_4,12m,Negative,469.0
10785,X022720_036_3,12o,Positive,614.0
10788,X022720_051_4,13l,Negative,149.0
10790,X022720_055_3,12l,Negative,484.0
10793,X022720_066_2,12l,Positive,114.0
10799,X022720_085_3,cd,Negative,0.0
10800,X022720_086_2,8B,Positive,567.0
10803,X022720_098_1,cd,Negative,366.0
10805,X022720_109_3,cd,Positive,463.0
10808,X030121_020_2,12m,Negative,719.0
10812,X030121_044_3,13m,Negative,693.0
10826,X030121_073_3,AI,Negative,0.0
10827,X030121_079_1,12o,Positive,0.0
10833,X030121_099_3,cd,Negative,78.0
10836,X030121_109_1,cd,Negative,125.0
10840,X030121_123_5,cd,Negative,589.0
10841,X030121_128_3,AMG,Negative,355.0
10848,X030220_016_3,46df,Positive,47.0
10852,X030220_025_8,11ml,Negative,0.0
10853,X030220_028_3,12l,Negative,394.0
10854,X030220_029_4,12m,Positive,711.0
10863,X030220_057_5,12o,Negative,137.0
10866,X030220_079_3,12o,Negative,272.0
10869,X030220_089_3,6VaVb,Negative,82.0
10878,X030220_109_3,cd,Positive,178.0
10879,X030220_131_5,pu,Negative,0.0
10884,X030221_024_4,11ml,Negative,0.0
10888,X030221_031_6,13l,Positive,607.0
10897,X030221_051_3,13l,Positive,664.0
10898,X030221_056_3,12l,Negative,112.0
10905,X030221_068_3,12o,Negative,31.0
10906,X030221_073_3,AI,Negative,734.0
10907,X030221_079_4,12o,Positive,643.0
10910,X030221_086_2,pu,Negative,282.0
10913,X030221_093_5,AI,Positive,106.0
10914,X030221_097_5,pu,Positive,234.0
10915,X030221_098_6,pu,Negative,0.0
10924,X030221_128_5,AMG,Negative,0.0
10925,X030221_128_6,AMG,Negative,661.0
10926,X030221_130_2,AMG,Negative,191.0
10928,X030221_150_3,AMG,Negative,687.0
10929,X030221_155_2,AMG,Positive,0.0
10938,X030320_057_1,12o,Negative,292.0
10942,X030320_089_3,6VaVb,Positive,145.0
10945,X030320_098_2,cd,Positive,635.0
10947,X030320_101_3,6VaVb,Positive,349.0
10954,X030320_109_3,cd,Negative,316.0
10955,X030320_109_4,cd,Positive,164.0
10956,X030320_112_2,cd,Positive,565.0
10971,X030321_056_2,12l,Negative,191.0
10975,X030321_069_4,12o,Positive,240.0
10978,X030321_073_1,AI,Negative,0.0
10979,X030321_073_6,AI,Negative,0.0
10983,X030321_079_2,12o,Positive,0.0
10987,X030321_087_6,cd,Negative,691.0
10995,X030321_112_2,cd,Negative,419.0
10997,X030321_123_4,cd,Negative,265.0
10999,X030321_128_6,AMG,Negative,241.0
11000,X030321_128_7,AMG,Negative,74.0
11002,X030321_130_1,AMG,Negative,26.0
11003,X030321_130_5,AMG,Positive,0.0
11007,X030321_155_4,AMG,Positive,0.0
11008,X030420_004_2,12r,Negative,0.0
11010,X030420_005_3,11ml,Positive,185.0
11019,X030420_057_3,12o,Negative,187.0
11023,X030420_086_2,8B,Negative,34.0
11030,X030420_101_3,6VaVb,Positive,499.0
11034,X030420_109_3,cd,Negative,592.0
11035,X030420_109_5,cd,Positive,9.0
11037,X030420_112_3,cd,Negative,13.0
11040,X030420_143_2,AMG,Negative,304.0
11041,X030421_011_3,12m,Negative,422.0
11045,X030421_046_2,12o,Positive,131.0
11051,X030421_056_3,12l,Negative,12.0
11060,X030421_079_3,12o,Negative,353.0
11062,X030421_092_4,AI,Positive,0.0
11069,X030421_112_2,cd,Negative,0.0
11071,X030421_118_2,AMG,Negative,382.0
11074,X030421_123_5,cd,Negative,454.0
11076,X030421_128_3,AMG,Negative,148.0
11078,X030421_155_5,AMG,Positive,0.0
11080,X030520_013_4,46v,Positive,328.0
11089,X030520_066_1,12l,Positive,62.0
11092,X030520_069_2,AI,Positive,29.0
11095,X030520_077_1,12l,Positive,586.0
11098,X030520_085_5,cd,Negative,0.0
11104,X030520_097_3,cd,Negative,82.0
11105,X030520_098_1,cd,Positive,539.0
11107,X030520_101_3,6VaVb,Positive,377.0
11109,X030520_104_3,45,Positive,501.0
11110,X030520_104_5,45,Positive,203.0
11111,X030520_109_2,cd,Positive,506.0
11114,X030520_143_2,AMG,Positive,0.0
11115,X030520_149_3,pu,Negative,0.0
11117,X030521_012_6,12m,Negative,346.0
11118,X030521_020_3,12m,Negative,0.0
11119,X030521_029_2,12m,Negative,399.0
11121,X030521_031_6,13l,Negative,27.0
11123,X030521_037_3,12o,Positive,584.0
11134,X030521_064_2,13m,Positive,627.0
11138,X030521_074_5,13m,Negative,659.0
11143,X030521_082_2,AI,Negative,40.0
11145,X030521_092_1,AI,Positive,405.0
11151,X030521_111_4,cd,Negative,156.0
11153,X030521_119_2,AMG,Positive,0.0
11154,X030521_123_1,cd,Negative,470.0
11160,X030620_013_4,46v,Negative,502.0
11162,X030620_027_1,12l,Positive,296.0
11169,X030620_046_2,12o,Negative,68.0
11173,X030620_066_3,12l,Positive,0.0
11175,X030620_077_1,12l,Positive,478.0
11178,X030620_089_3,6VaVb,Negative,108.0
11179,X030620_089_4,6VaVb,Positive,155.0
11181,X030620_095_4,pu,Positive,0.0
11184,X030620_104_2,45,Positive,572.0
