flag,pval,slope,r2,area,neuron_label
1,0,0.0010835181368893,0.716288797069761,12l,X100120_077_3
0,0.09,0.000891805217097354,0.379755708880342,12l,X100120_077_4
0,0.139,-0.00086753643900941,0.429357035273211,45,X100120_078_3
1,0,0.0029287841202501,0.891216544737998,pu,X100120_083_2
1,0,0.00263367301255033,0.612928113792013,8B,X100120_084_2
0,0.122,0.000186970370434922,0.184161070073556,8B,X100120_084_4
1,0,0.00051450540522756,0.632988660537899,8B,X100120_086_3
0,0.004,0.00107642022001656,0.383754001230557,24c,X100120_088_3
0,0.211,-0.000881738095839941,0.127250337197698,24c,X100120_088_4
1,0,0.00247456635635079,0.772403290257769,45,X100120_091_2
1,0,-0.00277235003213047,0.71518154123964,45,X100120_091_5
0,0.277,0.000157998209434244,0.184830906974312,45,X100120_092_3
1,0,-0.00187026496622381,0.803013997140777,6VaVb,X100120_102_3
1,0,0.00278415074086188,0.764955586047772,6VaVb,X100120_102_4
0,0.285,-0.000520080149817088,0.109607697349286,6DC,X100120_108_3
0,0.753,-0.000133372624147365,0.00689022606643064,6DC,X100120_108_4
1,0,-0.00121467164193405,0.935030650893544,6DC,X100120_116_1
1,0,-0.00258863335053548,0.974862461172035,6DC,X100120_116_2
1,0,-0.00288440616314441,0.81255750588318,6DC,X100120_119_5
1,0,0.000767093573587764,0.63833294748735,6DC,X100120_119_7
1,0,-0.000783076874662017,0.883629511826951,6DC,X100120_131_2
1,0,-0.00185710630762906,0.815329775737853,6DC,X100120_132_3
0,0.124,0.000566662269682744,0.329140377050069,6DC,X100120_140_3
1,0,0.000569138191499739,0.448728595948184,6DC,X100120_140_4
0,0.195,0.000552022900210969,0.24791436031836,6DC,X100120_140_5
0,0.631,0.000105032689807751,0.0205361680662035,6DC,X100120_140_6
0,0.979,-1.93947844208878e-05,0.000204940196710579,11ml,X100220_003_5
0,0.72,-0.000130480545422857,0.0879779841228837,11ml,X100220_003_6
0,0.928,0.000203002461549526,0.00837293250527782,46d,X100220_006_3
1,0,0.00281316365746042,0.919464792291582,12r,X100220_011_7
1,0,0.00182034048014857,0.619851351934974,46v,X100220_014_5
0,0.074,0.000472126025510493,0.128342868383893,24c,X100220_016_3
1,0,0.00291503402556162,0.778003175797332,46v,X100220_022_2
1,0,-0.000923929544930161,0.237243580572918,46df,X100220_023_3
0,0.07,0.000710857364952264,0.17679193429641,12m,X100220_029_4
0,0.627,0.000566967444647654,0.147384148131987,46v,X100220_031_4
0,0.544,0.000856001509979492,0.212888339826159,12o,X100220_037_5
1,0,0.00269456787851641,0.921204738786538,46v,X100220_040_4
0,0.351,0.000828514240289354,0.0982004306385323,46v,X100220_041_3
1,0,0.000370360287049631,0.436885482894357,46df,X100220_051_4
1,0,-0.000725825539199076,0.289980662398872,24c,X100220_054_2
1,0,0.00255063686046761,0.969936569709685,46v,X100220_058_3
0,0.169,0.000426669921230299,0.155371480884771,46v,X100220_059_4
0,0.056,0.0010888591729158,0.480420409327614,12l,X100220_066_5
0,0.883,-0.00015680948584948,0.00874148665142094,12l,X100220_066_6
1,0,0.00276369803677778,0.771065079465059,45,X100220_067_3
1,0,-0.00100180228971394,0.857533455232618,46v,X100220_070_1
1,0,-0.000618686649447443,0.232685150586172,46v,X100220_070_3
0,0.49,0.000646633289315402,0.227591656601354,12l,X100220_077_7
1,0,-0.000659749885500215,0.822116124937149,45,X100220_078_2
0,0.338,-0.000727895655368057,0.354684383120248,45,X100220_078_4
0,0.224,-0.000267907828928605,0.159729938540563,8B,X100220_084_3
0,0.982,-1.29695923301998e-05,0.000392370474656345,8B,X100220_086_4
1,0,0.00263425090876401,0.849985792256669,24c,X100220_087_3
1,0,-0.000508477406886025,0.794060909866787,24c,X100220_088_2
1,0,0.00189691861181211,0.570912045936067,45,X100220_092_3
1,0,0.000890179374779197,0.811339889991047,8B,X100220_096_2
1,0,-0.00168725273811417,0.764976656760324,6VaVb,X100220_102_3
1,0,0.00240729021090679,0.91421011891067,45,X100220_104_2
1,0,-0.000209781437580839,0.447653377632059,pu,X100220_106_5
0,0.499,0.000631143546507113,0.0634604839243275,pu,X100220_107_1
1,0,0.00194926819430474,0.73016056391815,6DR,X100220_109_3
